id,full_name,root_name,meta_suffix
2150,Magenta Banner|meta|rot4|bot,Magenta Banner,meta|rot4|bot
2151,_Magenta Banner Flag,_Magenta Banner Flag,
2152,_Magenta Banner Flag|meta|rot2|top,_Magenta Banner Flag,meta|rot2|top
2153,_Magenta Banner Flag|meta|rot3|top,_Magenta Banner Flag,meta|rot3|top
2154,_Magenta Banner Flag|meta|rot4|top,_Magenta Banner Flag,meta|rot4|top
2155,_Magenta Banner Flag|meta|rot1|side,_Magenta Banner Flag,meta|rot1|side
2156,_Magenta Banner Flag|meta|rot2|side,_Magenta Banner Flag,meta|rot2|side
2157,_Magenta Banner Flag|meta|rot3|side,_Magenta Banner Flag,meta|rot3|side
2158,_Magenta Banner Flag|meta|rot4|side,_Magenta Banner Flag,meta|rot4|side
2159,_Magenta Banner Flag|meta|rot1|bot,_Magenta Banner Flag,meta|rot1|bot
2160,_Magenta Banner Flag|meta|rot2|bot,_Magenta Banner Flag,meta|rot2|bot
2161,_Magenta Banner Flag|meta|rot3|bot,_Magenta Banner Flag,meta|rot3|bot
2162,_Magenta Banner Flag|meta|rot4|bot,_Magenta Banner Flag,meta|rot4|bot
2163,Magenta Banner|meta|rot1|top,Magenta Banner,meta|rot1|top
2164,Magenta Banner|meta|rot2|top,Magenta Banner,meta|rot2|top
2165,Magenta Banner|meta|rot3|top,Magenta Banner,meta|rot3|top
2166,Magenta Banner|meta|rot4|top,Magenta Banner,meta|rot4|top
2167,Magenta Banner|meta|rot1|side,Magenta Banner,meta|rot1|side
2168,Magenta Banner|meta|rot2|side,Magenta Banner,meta|rot2|side
2169,Magenta Banner|meta|rot3|side,Magenta Banner,meta|rot3|side
2170,Magenta Banner|meta|rot4|side,Magenta Banner,meta|rot4|side
2171,Light Blue Banner,Light Blue Banner,
2172,Light Blue Banner|meta|rot2|bot,Light Blue Banner,meta|rot2|bot
2173,Light Blue Banner|meta|rot3|bot,Light Blue Banner,meta|rot3|bot
2174,Light Blue Banner|meta|rot4|bot,Light Blue Banner,meta|rot4|bot
2175,_Light Blue Banner Flag,_Light Blue Banner Flag,
2176,_Light Blue Banner Flag|meta|rot2|top,_Light Blue Banner Flag,meta|rot2|top
2177,_Light Blue Banner Flag|meta|rot3|top,_Light Blue Banner Flag,meta|rot3|top
2178,_Light Blue Banner Flag|meta|rot4|top,_Light Blue Banner Flag,meta|rot4|top
2179,_Light Blue Banner Flag|meta|rot1|side,_Light Blue Banner Flag,meta|rot1|side
2180,_Light Blue Banner Flag|meta|rot2|side,_Light Blue Banner Flag,meta|rot2|side
2181,_Light Blue Banner Flag|meta|rot3|side,_Light Blue Banner Flag,meta|rot3|side
2182,_Light Blue Banner Flag|meta|rot4|side,_Light Blue Banner Flag,meta|rot4|side
2183,_Light Blue Banner Flag|meta|rot1|bot,_Light Blue Banner Flag,meta|rot1|bot
2184,_Light Blue Banner Flag|meta|rot2|bot,_Light Blue Banner Flag,meta|rot2|bot
2185,_Light Blue Banner Flag|meta|rot3|bot,_Light Blue Banner Flag,meta|rot3|bot
2186,_Light Blue Banner Flag|meta|rot4|bot,_Light Blue Banner Flag,meta|rot4|bot
2187,Light Blue Banner|meta|rot1|top,Light Blue Banner,meta|rot1|top
2188,Light Blue Banner|meta|rot2|top,Light Blue Banner,meta|rot2|top
2189,Light Blue Banner|meta|rot3|top,Light Blue Banner,meta|rot3|top
2190,Light Blue Banner|meta|rot4|top,Light Blue Banner,meta|rot4|top
2191,Light Blue Banner|meta|rot1|side,Light Blue Banner,meta|rot1|side
2192,Light Blue Banner|meta|rot2|side,Light Blue Banner,meta|rot2|side
2193,Light Blue Banner|meta|rot3|side,Light Blue Banner,meta|rot3|side
2194,Light Blue Banner|meta|rot4|side,Light Blue Banner,meta|rot4|side
2195,Yellow Banner,Yellow Banner,
2196,Yellow Banner|meta|rot2|bot,Yellow Banner,meta|rot2|bot
2197,Yellow Banner|meta|rot3|bot,Yellow Banner,meta|rot3|bot
2198,Yellow Banner|meta|rot4|bot,Yellow Banner,meta|rot4|bot
2199,_Yellow Banner Flag,_Yellow Banner Flag,
2200,_Yellow Banner Flag|meta|rot2|top,_Yellow Banner Flag,meta|rot2|top
2201,_Yellow Banner Flag|meta|rot3|top,_Yellow Banner Flag,meta|rot3|top
2202,_Yellow Banner Flag|meta|rot4|top,_Yellow Banner Flag,meta|rot4|top
2203,_Yellow Banner Flag|meta|rot1|side,_Yellow Banner Flag,meta|rot1|side
2204,_Yellow Banner Flag|meta|rot2|side,_Yellow Banner Flag,meta|rot2|side
2205,_Yellow Banner Flag|meta|rot3|side,_Yellow Banner Flag,meta|rot3|side
2206,_Yellow Banner Flag|meta|rot4|side,_Yellow Banner Flag,meta|rot4|side
2207,_Yellow Banner Flag|meta|rot1|bot,_Yellow Banner Flag,meta|rot1|bot
2208,_Yellow Banner Flag|meta|rot2|bot,_Yellow Banner Flag,meta|rot2|bot
2209,_Yellow Banner Flag|meta|rot3|bot,_Yellow Banner Flag,meta|rot3|bot
2210,_Yellow Banner Flag|meta|rot4|bot,_Yellow Banner Flag,meta|rot4|bot
2211,Yellow Banner|meta|rot1|top,Yellow Banner,meta|rot1|top
2212,Yellow Banner|meta|rot2|top,Yellow Banner,meta|rot2|top
2213,Yellow Banner|meta|rot3|top,Yellow Banner,meta|rot3|top
2214,Yellow Banner|meta|rot4|top,Yellow Banner,meta|rot4|top
2215,Yellow Banner|meta|rot1|side,Yellow Banner,meta|rot1|side
2216,Yellow Banner|meta|rot2|side,Yellow Banner,meta|rot2|side
2217,Yellow Banner|meta|rot3|side,Yellow Banner,meta|rot3|side
2218,Yellow Banner|meta|rot4|side,Yellow Banner,meta|rot4|side
2219,Lime Banner,Lime Banner,
2220,Lime Banner|meta|rot2|bot,Lime Banner,meta|rot2|bot
2221,Lime Banner|meta|rot3|bot,Lime Banner,meta|rot3|bot
2222,Lime Banner|meta|rot4|bot,Lime Banner,meta|rot4|bot
2223,_Lime Banner Flag,_Lime Banner Flag,
2224,_Lime Banner Flag|meta|rot2|top,_Lime Banner Flag,meta|rot2|top
2225,_Lime Banner Flag|meta|rot3|top,_Lime Banner Flag,meta|rot3|top
2226,_Lime Banner Flag|meta|rot4|top,_Lime Banner Flag,meta|rot4|top
2227,_Lime Banner Flag|meta|rot1|side,_Lime Banner Flag,meta|rot1|side
2228,_Lime Banner Flag|meta|rot2|side,_Lime Banner Flag,meta|rot2|side
2229,_Lime Banner Flag|meta|rot3|side,_Lime Banner Flag,meta|rot3|side
2230,_Lime Banner Flag|meta|rot4|side,_Lime Banner Flag,meta|rot4|side
2231,_Lime Banner Flag|meta|rot1|bot,_Lime Banner Flag,meta|rot1|bot
2232,_Lime Banner Flag|meta|rot2|bot,_Lime Banner Flag,meta|rot2|bot
2233,_Lime Banner Flag|meta|rot3|bot,_Lime Banner Flag,meta|rot3|bot
2234,_Lime Banner Flag|meta|rot4|bot,_Lime Banner Flag,meta|rot4|bot
2235,Lime Banner|meta|rot1|top,Lime Banner,meta|rot1|top
2236,Lime Banner|meta|rot2|top,Lime Banner,meta|rot2|top
2237,Lime Banner|meta|rot3|top,Lime Banner,meta|rot3|top
2238,Lime Banner|meta|rot4|top,Lime Banner,meta|rot4|top
2239,Lime Banner|meta|rot1|side,Lime Banner,meta|rot1|side
2240,Lime Banner|meta|rot2|side,Lime Banner,meta|rot2|side
2241,Lime Banner|meta|rot3|side,Lime Banner,meta|rot3|side
2242,Lime Banner|meta|rot4|side,Lime Banner,meta|rot4|side
2243,Pink Banner,Pink Banner,
2244,Pink Banner|meta|rot2|bot,Pink Banner,meta|rot2|bot
2245,Pink Banner|meta|rot3|bot,Pink Banner,meta|rot3|bot
2246,Pink Banner|meta|rot4|bot,Pink Banner,meta|rot4|bot
2247,_Pink Banner Flag,_Pink Banner Flag,
2248,_Pink Banner Flag|meta|rot2|top,_Pink Banner Flag,meta|rot2|top
2249,_Pink Banner Flag|meta|rot3|top,_Pink Banner Flag,meta|rot3|top
2250,_Pink Banner Flag|meta|rot4|top,_Pink Banner Flag,meta|rot4|top
2251,_Pink Banner Flag|meta|rot1|side,_Pink Banner Flag,meta|rot1|side
2252,_Pink Banner Flag|meta|rot2|side,_Pink Banner Flag,meta|rot2|side
2253,_Pink Banner Flag|meta|rot3|side,_Pink Banner Flag,meta|rot3|side
2254,_Pink Banner Flag|meta|rot4|side,_Pink Banner Flag,meta|rot4|side
2255,_Pink Banner Flag|meta|rot1|bot,_Pink Banner Flag,meta|rot1|bot
2256,_Pink Banner Flag|meta|rot2|bot,_Pink Banner Flag,meta|rot2|bot
2257,_Pink Banner Flag|meta|rot3|bot,_Pink Banner Flag,meta|rot3|bot
2258,_Pink Banner Flag|meta|rot4|bot,_Pink Banner Flag,meta|rot4|bot
2259,Pink Banner|meta|rot1|top,Pink Banner,meta|rot1|top
2260,Pink Banner|meta|rot2|top,Pink Banner,meta|rot2|top
2261,Pink Banner|meta|rot3|top,Pink Banner,meta|rot3|top
2262,Pink Banner|meta|rot4|top,Pink Banner,meta|rot4|top
2263,Pink Banner|meta|rot1|side,Pink Banner,meta|rot1|side
2264,Pink Banner|meta|rot2|side,Pink Banner,meta|rot2|side
2265,Pink Banner|meta|rot3|side,Pink Banner,meta|rot3|side
2266,Pink Banner|meta|rot4|side,Pink Banner,meta|rot4|side
2267,Gray Banner,Gray Banner,
2268,Gray Banner|meta|rot2|bot,Gray Banner,meta|rot2|bot
2269,Gray Banner|meta|rot3|bot,Gray Banner,meta|rot3|bot
2270,Gray Banner|meta|rot4|bot,Gray Banner,meta|rot4|bot
2271,_Gray Banner Flag,_Gray Banner Flag,
2272,_Gray Banner Flag|meta|rot2|top,_Gray Banner Flag,meta|rot2|top
2273,_Gray Banner Flag|meta|rot3|top,_Gray Banner Flag,meta|rot3|top
2274,_Gray Banner Flag|meta|rot4|top,_Gray Banner Flag,meta|rot4|top
2275,_Gray Banner Flag|meta|rot1|side,_Gray Banner Flag,meta|rot1|side
2276,_Gray Banner Flag|meta|rot2|side,_Gray Banner Flag,meta|rot2|side
2277,_Gray Banner Flag|meta|rot3|side,_Gray Banner Flag,meta|rot3|side
2278,_Gray Banner Flag|meta|rot4|side,_Gray Banner Flag,meta|rot4|side
2279,_Gray Banner Flag|meta|rot1|bot,_Gray Banner Flag,meta|rot1|bot
2280,_Gray Banner Flag|meta|rot2|bot,_Gray Banner Flag,meta|rot2|bot
2281,_Gray Banner Flag|meta|rot3|bot,_Gray Banner Flag,meta|rot3|bot
2282,_Gray Banner Flag|meta|rot4|bot,_Gray Banner Flag,meta|rot4|bot
2283,Gray Banner|meta|rot1|top,Gray Banner,meta|rot1|top
2284,Gray Banner|meta|rot2|top,Gray Banner,meta|rot2|top
2285,Gray Banner|meta|rot3|top,Gray Banner,meta|rot3|top
2286,Gray Banner|meta|rot4|top,Gray Banner,meta|rot4|top
2287,Gray Banner|meta|rot1|side,Gray Banner,meta|rot1|side
2288,Gray Banner|meta|rot2|side,Gray Banner,meta|rot2|side
2289,Gray Banner|meta|rot3|side,Gray Banner,meta|rot3|side
2290,Gray Banner|meta|rot4|side,Gray Banner,meta|rot4|side
2291,Light Gray Banner,Light Gray Banner,
2292,Light Gray Banner|meta|rot2|bot,Light Gray Banner,meta|rot2|bot
2293,Light Gray Banner|meta|rot3|bot,Light Gray Banner,meta|rot3|bot
2294,Light Gray Banner|meta|rot4|bot,Light Gray Banner,meta|rot4|bot
2295,_Light Gray Banner Flag,_Light Gray Banner Flag,
2296,_Light Gray Banner Flag|meta|rot2|top,_Light Gray Banner Flag,meta|rot2|top
2297,_Light Gray Banner Flag|meta|rot3|top,_Light Gray Banner Flag,meta|rot3|top
2298,_Light Gray Banner Flag|meta|rot4|top,_Light Gray Banner Flag,meta|rot4|top
2299,_Light Gray Banner Flag|meta|rot1|side,_Light Gray Banner Flag,meta|rot1|side
2300,_Light Gray Banner Flag|meta|rot2|side,_Light Gray Banner Flag,meta|rot2|side
2301,_Light Gray Banner Flag|meta|rot3|side,_Light Gray Banner Flag,meta|rot3|side
2302,_Light Gray Banner Flag|meta|rot4|side,_Light Gray Banner Flag,meta|rot4|side
2303,_Light Gray Banner Flag|meta|rot1|bot,_Light Gray Banner Flag,meta|rot1|bot
2304,_Light Gray Banner Flag|meta|rot2|bot,_Light Gray Banner Flag,meta|rot2|bot
2305,_Light Gray Banner Flag|meta|rot3|bot,_Light Gray Banner Flag,meta|rot3|bot
2306,_Light Gray Banner Flag|meta|rot4|bot,_Light Gray Banner Flag,meta|rot4|bot
2307,Light Gray Banner|meta|rot1|top,Light Gray Banner,meta|rot1|top
2308,Light Gray Banner|meta|rot2|top,Light Gray Banner,meta|rot2|top
2309,Light Gray Banner|meta|rot3|top,Light Gray Banner,meta|rot3|top
2310,Light Gray Banner|meta|rot4|top,Light Gray Banner,meta|rot4|top
2311,Light Gray Banner|meta|rot1|side,Light Gray Banner,meta|rot1|side
2312,Light Gray Banner|meta|rot2|side,Light Gray Banner,meta|rot2|side
2313,Light Gray Banner|meta|rot3|side,Light Gray Banner,meta|rot3|side
2314,Light Gray Banner|meta|rot4|side,Light Gray Banner,meta|rot4|side
2315,Cyan Banner,Cyan Banner,
2316,Cyan Banner|meta|rot2|bot,Cyan Banner,meta|rot2|bot
2317,Cyan Banner|meta|rot3|bot,Cyan Banner,meta|rot3|bot
2318,Cyan Banner|meta|rot4|bot,Cyan Banner,meta|rot4|bot
2319,_Cyan Banner Flag,_Cyan Banner Flag,
2320,_Cyan Banner Flag|meta|rot2|top,_Cyan Banner Flag,meta|rot2|top
2321,_Cyan Banner Flag|meta|rot3|top,_Cyan Banner Flag,meta|rot3|top
2322,_Cyan Banner Flag|meta|rot4|top,_Cyan Banner Flag,meta|rot4|top
2323,_Cyan Banner Flag|meta|rot1|side,_Cyan Banner Flag,meta|rot1|side
2324,_Cyan Banner Flag|meta|rot2|side,_Cyan Banner Flag,meta|rot2|side
2325,_Cyan Banner Flag|meta|rot3|side,_Cyan Banner Flag,meta|rot3|side
2326,_Cyan Banner Flag|meta|rot4|side,_Cyan Banner Flag,meta|rot4|side
2327,_Cyan Banner Flag|meta|rot1|bot,_Cyan Banner Flag,meta|rot1|bot
2328,_Cyan Banner Flag|meta|rot2|bot,_Cyan Banner Flag,meta|rot2|bot
2329,_Cyan Banner Flag|meta|rot3|bot,_Cyan Banner Flag,meta|rot3|bot
2330,_Cyan Banner Flag|meta|rot4|bot,_Cyan Banner Flag,meta|rot4|bot
2331,Cyan Banner|meta|rot1|top,Cyan Banner,meta|rot1|top
2332,Cyan Banner|meta|rot2|top,Cyan Banner,meta|rot2|top
2333,Cyan Banner|meta|rot3|top,Cyan Banner,meta|rot3|top
2334,Cyan Banner|meta|rot4|top,Cyan Banner,meta|rot4|top
2335,Cyan Banner|meta|rot1|side,Cyan Banner,meta|rot1|side
2336,Cyan Banner|meta|rot2|side,Cyan Banner,meta|rot2|side
2337,Cyan Banner|meta|rot3|side,Cyan Banner,meta|rot3|side
2338,Cyan Banner|meta|rot4|side,Cyan Banner,meta|rot4|side
2339,Purple Banner,Purple Banner,
2340,Purple Banner|meta|rot2|bot,Purple Banner,meta|rot2|bot
2341,Purple Banner|meta|rot3|bot,Purple Banner,meta|rot3|bot
2342,Purple Banner|meta|rot4|bot,Purple Banner,meta|rot4|bot
2343,_Purple Banner Flag,_Purple Banner Flag,
2344,_Purple Banner Flag|meta|rot2|top,_Purple Banner Flag,meta|rot2|top
2345,_Purple Banner Flag|meta|rot3|top,_Purple Banner Flag,meta|rot3|top
2346,_Purple Banner Flag|meta|rot4|top,_Purple Banner Flag,meta|rot4|top
2347,_Purple Banner Flag|meta|rot1|side,_Purple Banner Flag,meta|rot1|side
2348,_Purple Banner Flag|meta|rot2|side,_Purple Banner Flag,meta|rot2|side
2349,_Purple Banner Flag|meta|rot3|side,_Purple Banner Flag,meta|rot3|side
2350,_Purple Banner Flag|meta|rot4|side,_Purple Banner Flag,meta|rot4|side
2351,_Purple Banner Flag|meta|rot1|bot,_Purple Banner Flag,meta|rot1|bot
2352,_Purple Banner Flag|meta|rot2|bot,_Purple Banner Flag,meta|rot2|bot
2353,_Purple Banner Flag|meta|rot3|bot,_Purple Banner Flag,meta|rot3|bot
2354,_Purple Banner Flag|meta|rot4|bot,_Purple Banner Flag,meta|rot4|bot
2355,Purple Banner|meta|rot1|top,Purple Banner,meta|rot1|top
2356,Purple Banner|meta|rot2|top,Purple Banner,meta|rot2|top
2357,Purple Banner|meta|rot3|top,Purple Banner,meta|rot3|top
2358,Purple Banner|meta|rot4|top,Purple Banner,meta|rot4|top
2359,Purple Banner|meta|rot1|side,Purple Banner,meta|rot1|side
2360,Purple Banner|meta|rot2|side,Purple Banner,meta|rot2|side
2361,Purple Banner|meta|rot3|side,Purple Banner,meta|rot3|side
2362,Purple Banner|meta|rot4|side,Purple Banner,meta|rot4|side
2363,Blue Banner,Blue Banner,
2364,Blue Banner|meta|rot2|bot,Blue Banner,meta|rot2|bot
2365,Blue Banner|meta|rot3|bot,Blue Banner,meta|rot3|bot
2366,Blue Banner|meta|rot4|bot,Blue Banner,meta|rot4|bot
2367,_Blue Banner Flag,_Blue Banner Flag,
2368,_Blue Banner Flag|meta|rot2|top,_Blue Banner Flag,meta|rot2|top
2369,_Blue Banner Flag|meta|rot3|top,_Blue Banner Flag,meta|rot3|top
2370,_Blue Banner Flag|meta|rot4|top,_Blue Banner Flag,meta|rot4|top
2371,_Blue Banner Flag|meta|rot1|side,_Blue Banner Flag,meta|rot1|side
2372,_Blue Banner Flag|meta|rot2|side,_Blue Banner Flag,meta|rot2|side
2373,_Blue Banner Flag|meta|rot3|side,_Blue Banner Flag,meta|rot3|side
2374,_Blue Banner Flag|meta|rot4|side,_Blue Banner Flag,meta|rot4|side
2375,_Blue Banner Flag|meta|rot1|bot,_Blue Banner Flag,meta|rot1|bot
2376,_Blue Banner Flag|meta|rot2|bot,_Blue Banner Flag,meta|rot2|bot
2377,_Blue Banner Flag|meta|rot3|bot,_Blue Banner Flag,meta|rot3|bot
2378,_Blue Banner Flag|meta|rot4|bot,_Blue Banner Flag,meta|rot4|bot
2379,Blue Banner|meta|rot1|top,Blue Banner,meta|rot1|top
2380,Blue Banner|meta|rot2|top,Blue Banner,meta|rot2|top
2381,Blue Banner|meta|rot3|top,Blue Banner,meta|rot3|top
2382,Blue Banner|meta|rot4|top,Blue Banner,meta|rot4|top
2383,Blue Banner|meta|rot1|side,Blue Banner,meta|rot1|side
2384,Blue Banner|meta|rot2|side,Blue Banner,meta|rot2|side
2385,Blue Banner|meta|rot3|side,Blue Banner,meta|rot3|side
2386,Blue Banner|meta|rot4|side,Blue Banner,meta|rot4|side
2387,Brown Banner,Brown Banner,
2388,Brown Banner|meta|rot2|bot,Brown Banner,meta|rot2|bot
2389,Brown Banner|meta|rot3|bot,Brown Banner,meta|rot3|bot
2390,Brown Banner|meta|rot4|bot,Brown Banner,meta|rot4|bot
2391,_Brown Banner Flag,_Brown Banner Flag,
2392,_Brown Banner Flag|meta|rot2|top,_Brown Banner Flag,meta|rot2|top
2393,_Brown Banner Flag|meta|rot3|top,_Brown Banner Flag,meta|rot3|top
2394,_Brown Banner Flag|meta|rot4|top,_Brown Banner Flag,meta|rot4|top
2395,_Brown Banner Flag|meta|rot1|side,_Brown Banner Flag,meta|rot1|side
2396,_Brown Banner Flag|meta|rot2|side,_Brown Banner Flag,meta|rot2|side
2397,_Brown Banner Flag|meta|rot3|side,_Brown Banner Flag,meta|rot3|side
2398,_Brown Banner Flag|meta|rot4|side,_Brown Banner Flag,meta|rot4|side
2399,_Brown Banner Flag|meta|rot1|bot,_Brown Banner Flag,meta|rot1|bot
2400,_Brown Banner Flag|meta|rot2|bot,_Brown Banner Flag,meta|rot2|bot
2401,_Brown Banner Flag|meta|rot3|bot,_Brown Banner Flag,meta|rot3|bot
2402,_Brown Banner Flag|meta|rot4|bot,_Brown Banner Flag,meta|rot4|bot
2403,Brown Banner|meta|rot1|top,Brown Banner,meta|rot1|top
2404,Brown Banner|meta|rot2|top,Brown Banner,meta|rot2|top
2405,Brown Banner|meta|rot3|top,Brown Banner,meta|rot3|top
2406,Brown Banner|meta|rot4|top,Brown Banner,meta|rot4|top
2407,Brown Banner|meta|rot1|side,Brown Banner,meta|rot1|side
2408,Brown Banner|meta|rot2|side,Brown Banner,meta|rot2|side
2409,Brown Banner|meta|rot3|side,Brown Banner,meta|rot3|side
2410,Brown Banner|meta|rot4|side,Brown Banner,meta|rot4|side
2411,Green Banner,Green Banner,
2412,Green Banner|meta|rot2|bot,Green Banner,meta|rot2|bot
2413,Green Banner|meta|rot3|bot,Green Banner,meta|rot3|bot
2414,Green Banner|meta|rot4|bot,Green Banner,meta|rot4|bot
2415,_Green Banner Flag,_Green Banner Flag,
2416,_Green Banner Flag|meta|rot2|top,_Green Banner Flag,meta|rot2|top
2417,_Green Banner Flag|meta|rot3|top,_Green Banner Flag,meta|rot3|top
2418,_Green Banner Flag|meta|rot4|top,_Green Banner Flag,meta|rot4|top
2419,_Green Banner Flag|meta|rot1|side,_Green Banner Flag,meta|rot1|side
2420,_Green Banner Flag|meta|rot2|side,_Green Banner Flag,meta|rot2|side
2421,_Green Banner Flag|meta|rot3|side,_Green Banner Flag,meta|rot3|side
2422,_Green Banner Flag|meta|rot4|side,_Green Banner Flag,meta|rot4|side
2423,_Green Banner Flag|meta|rot1|bot,_Green Banner Flag,meta|rot1|bot
2424,_Green Banner Flag|meta|rot2|bot,_Green Banner Flag,meta|rot2|bot
2425,_Green Banner Flag|meta|rot3|bot,_Green Banner Flag,meta|rot3|bot
2426,_Green Banner Flag|meta|rot4|bot,_Green Banner Flag,meta|rot4|bot
2427,Green Banner|meta|rot1|top,Green Banner,meta|rot1|top
2428,Green Banner|meta|rot2|top,Green Banner,meta|rot2|top
2429,Green Banner|meta|rot3|top,Green Banner,meta|rot3|top
2430,Green Banner|meta|rot4|top,Green Banner,meta|rot4|top
2431,Green Banner|meta|rot1|side,Green Banner,meta|rot1|side
2432,Green Banner|meta|rot2|side,Green Banner,meta|rot2|side
2433,Green Banner|meta|rot3|side,Green Banner,meta|rot3|side
2434,Green Banner|meta|rot4|side,Green Banner,meta|rot4|side
2435,Red Banner,Red Banner,
2436,Red Banner|meta|rot2|bot,Red Banner,meta|rot2|bot
2437,Red Banner|meta|rot3|bot,Red Banner,meta|rot3|bot
2438,Red Banner|meta|rot4|bot,Red Banner,meta|rot4|bot
2439,_Red Banner Flag,_Red Banner Flag,
2440,_Red Banner Flag|meta|rot2|top,_Red Banner Flag,meta|rot2|top
2441,_Red Banner Flag|meta|rot3|top,_Red Banner Flag,meta|rot3|top
2442,_Red Banner Flag|meta|rot4|top,_Red Banner Flag,meta|rot4|top
2443,_Red Banner Flag|meta|rot1|side,_Red Banner Flag,meta|rot1|side
2444,_Red Banner Flag|meta|rot2|side,_Red Banner Flag,meta|rot2|side
2445,_Red Banner Flag|meta|rot3|side,_Red Banner Flag,meta|rot3|side
2446,_Red Banner Flag|meta|rot4|side,_Red Banner Flag,meta|rot4|side
2447,_Red Banner Flag|meta|rot1|bot,_Red Banner Flag,meta|rot1|bot
2448,_Red Banner Flag|meta|rot2|bot,_Red Banner Flag,meta|rot2|bot
2449,_Red Banner Flag|meta|rot3|bot,_Red Banner Flag,meta|rot3|bot
2450,_Red Banner Flag|meta|rot4|bot,_Red Banner Flag,meta|rot4|bot
2451,Red Banner|meta|rot1|top,Red Banner,meta|rot1|top
2452,Red Banner|meta|rot2|top,Red Banner,meta|rot2|top
2453,Red Banner|meta|rot3|top,Red Banner,meta|rot3|top
2454,Red Banner|meta|rot4|top,Red Banner,meta|rot4|top
2455,Red Banner|meta|rot1|side,Red Banner,meta|rot1|side
2456,Red Banner|meta|rot2|side,Red Banner,meta|rot2|side
2457,Red Banner|meta|rot3|side,Red Banner,meta|rot3|side
2458,Red Banner|meta|rot4|side,Red Banner,meta|rot4|side
2459,Black Banner,Black Banner,
2460,Black Banner|meta|rot2|bot,Black Banner,meta|rot2|bot
2461,Black Banner|meta|rot3|bot,Black Banner,meta|rot3|bot
2462,Black Banner|meta|rot4|bot,Black Banner,meta|rot4|bot
2463,_Black Banner Flag,_Black Banner Flag,
2464,_Black Banner Flag|meta|rot2|top,_Black Banner Flag,meta|rot2|top
2465,_Black Banner Flag|meta|rot3|top,_Black Banner Flag,meta|rot3|top
2466,_Black Banner Flag|meta|rot4|top,_Black Banner Flag,meta|rot4|top
2467,_Black Banner Flag|meta|rot1|side,_Black Banner Flag,meta|rot1|side
2468,_Black Banner Flag|meta|rot2|side,_Black Banner Flag,meta|rot2|side
2469,_Black Banner Flag|meta|rot3|side,_Black Banner Flag,meta|rot3|side
2470,_Black Banner Flag|meta|rot4|side,_Black Banner Flag,meta|rot4|side
2471,_Black Banner Flag|meta|rot1|bot,_Black Banner Flag,meta|rot1|bot
2472,_Black Banner Flag|meta|rot2|bot,_Black Banner Flag,meta|rot2|bot
2473,_Black Banner Flag|meta|rot3|bot,_Black Banner Flag,meta|rot3|bot
2474,_Black Banner Flag|meta|rot4|bot,_Black Banner Flag,meta|rot4|bot
2475,Black Banner|meta|rot1|top,Black Banner,meta|rot1|top
2476,Black Banner|meta|rot2|top,Black Banner,meta|rot2|top
2477,Black Banner|meta|rot3|top,Black Banner,meta|rot3|top
2478,Black Banner|meta|rot4|top,Black Banner,meta|rot4|top
2479,Black Banner|meta|rot1|side,Black Banner,meta|rot1|side
2480,Black Banner|meta|rot2|side,Black Banner,meta|rot2|side
2481,Black Banner|meta|rot3|side,Black Banner,meta|rot3|side
2482,Black Banner|meta|rot4|side,Black Banner,meta|rot4|side
2483,Draugr Banner,Draugr Banner,
2484,Draugr Banner|meta|rot2|bot,Draugr Banner,meta|rot2|bot
2485,Draugr Banner|meta|rot3|bot,Draugr Banner,meta|rot3|bot
2486,Draugr Banner|meta|rot4|bot,Draugr Banner,meta|rot4|bot
2487,_Draugr Banner Flag,_Draugr Banner Flag,
2488,_Draugr Banner Flag|meta|rot2|top,_Draugr Banner Flag,meta|rot2|top
2489,_Draugr Banner Flag|meta|rot3|top,_Draugr Banner Flag,meta|rot3|top
2490,_Draugr Banner Flag|meta|rot4|top,_Draugr Banner Flag,meta|rot4|top
2491,_Draugr Banner Flag|meta|rot1|side,_Draugr Banner Flag,meta|rot1|side
2492,_Draugr Banner Flag|meta|rot2|side,_Draugr Banner Flag,meta|rot2|side
2493,_Draugr Banner Flag|meta|rot3|side,_Draugr Banner Flag,meta|rot3|side
2494,_Draugr Banner Flag|meta|rot4|side,_Draugr Banner Flag,meta|rot4|side
2495,_Draugr Banner Flag|meta|rot1|bot,_Draugr Banner Flag,meta|rot1|bot
2496,_Draugr Banner Flag|meta|rot2|bot,_Draugr Banner Flag,meta|rot2|bot
2497,_Draugr Banner Flag|meta|rot3|bot,_Draugr Banner Flag,meta|rot3|bot
2498,_Draugr Banner Flag|meta|rot4|bot,_Draugr Banner Flag,meta|rot4|bot
2499,Draugr Banner|meta|rot1|top,Draugr Banner,meta|rot1|top
2500,Draugr Banner|meta|rot2|top,Draugr Banner,meta|rot2|top
2501,Draugr Banner|meta|rot3|top,Draugr Banner,meta|rot3|top
2502,Draugr Banner|meta|rot4|top,Draugr Banner,meta|rot4|top
2503,Draugr Banner|meta|rot1|side,Draugr Banner,meta|rot1|side
2504,Draugr Banner|meta|rot2|side,Draugr Banner,meta|rot2|side
2505,Draugr Banner|meta|rot3|side,Draugr Banner,meta|rot3|side
2506,Draugr Banner|meta|rot4|side,Draugr Banner,meta|rot4|side
2507,Spirit Golem Spawner Block,Spirit Golem Spawner Block,
2508,Spirit Wolf Spawner Block,Spirit Wolf Spawner Block,
2509,Spirit Bear Spawner Block,Spirit Bear Spawner Block,
