id,root_name,asset_type,confidence,tex_top,tex_side,tex_bottom,tex_front,tex_all,model_file,fuzzy_2,fuzzy_3,status,final_top,final_side,final_bottom,final_front,final_all,final_model
2925,Red Torch,3d_model,high (exact),,,,,,Red Torch,,,resolved,,,,,,torch_red
2931,Purple Torch,3d_model,high (exact),,,,,,Purple Torch,,,resolved,,,,,,torch_purple
2937,Pink Torch,3d_model,high (exact),,,,,,Pink Torch,,,resolved,,,,,,torch_pink
2943,Orange Torch,3d_model,high (exact),,,,,,Orange Torch,,,resolved,,,,,,torch_orange
2949,Magenta Torch,3d_model,high (exact),,,,,,Magenta Torch,,,resolved,,,,,,torch_magenta
2955,Lime Torch,3d_model,high (exact),,,,,,Lime Torch,,,resolved,,,,,,torch_lime
2961,Light Gray Torch,3d_model,high (exact),,,,,,Light Gray Torch,,,resolved,,,,,,torch_wall_light_gray
2967,Light Blue Torch,3d_model,high (exact),,,,,,Light Blue Torch,,,resolved,,,,,,torch_cyan
2973,Green Torch,3d_model,high (exact),,,,,,Green Torch,,,resolved,,,,,,torch_green
2979,Gray Torch,3d_model,high (exact),,,,,,Gray Torch,,,resolved,,,,,,torch_gray
2985,Cyan Torch,3d_model,high (exact),,,,,,Cyan Torch,,,resolved,,,,,,torch_cyan
2991,Brown Torch,3d_model,high (exact),,,,,,Brown Torch,,,resolved,,,,,,torch_brown
2997,Blue Torch,3d_model,high (exact),,,,,,Blue Torch,,,resolved,,,,,,torch_blue
3003,Black Torch,3d_model,high (exact),,,,,,Black Torch,,,resolved,,,,,,torch_black
3009,Yellow Neon,texture,exact,,,,,neon_yellow,,,,resolved,neon_yellow,neon_yellow,neon_yellow,,neon_yellow,
3010,White Neon,texture,exact,,,,,neon_white,,,,resolved,neon_white,neon_white,neon_white,,neon_white,
3011,Red Neon,texture,exact,,,,,neon_red,,,,resolved,neon_red,neon_red,neon_red,,neon_red,
3012,Purple Neon,texture,exact,,,,,neon_purple,,,,resolved,neon_purple,neon_purple,neon_purple,,neon_purple,
3013,Pink Neon,texture,exact,,,,,neon_pink,,,,resolved,neon_pink,neon_pink,neon_pink,,neon_pink,
3014,Orange Neon,texture,exact,,,,,neon_orange,,,,resolved,neon_orange,neon_orange,neon_orange,,neon_orange,
3015,Magenta Neon,texture,exact,,,,,neon_magenta,,,,resolved,neon_magenta,neon_magenta,neon_magenta,,neon_magenta,
3016,Lime Neon,texture,exact,,,,,neon_lime,,,,resolved,neon_lime,neon_lime,neon_lime,,neon_lime,
3017,Light Gray Neon,texture,exact,,,,,neon_light_gray,,,,resolved,neon_light_gray,neon_light_gray,neon_light_gray,,neon_light_gray,
3018,Light Blue Neon,texture,exact,,,,,neon_light_blue,,,,resolved,neon_light_blue,neon_light_blue,neon_light_blue,,neon_light_blue,
3019,Green Neon,texture,exact,,,,,neon_green,,,,resolved,neon_green,neon_green,neon_green,,neon_green,
3020,Gray Neon,texture,exact,,,,,neon_gray,,,,resolved,neon_gray,neon_gray,neon_gray,,neon_gray,
3021,Cyan Neon,texture,exact,,,,,neon_cyan,,,,resolved,neon_cyan,neon_cyan,neon_cyan,,neon_cyan,
3022,Brown Neon,texture,exact,,,,,neon_brown,,,,resolved,neon_brown,neon_brown,neon_brown,,neon_brown,
3023,Blue Neon,texture,exact,,,,,neon_blue,,,,resolved,neon_blue,neon_blue,neon_blue,,neon_blue,
3024,Black Neon,texture,exact,,,,,neon_black,,,,resolved,neon_black,neon_black,neon_black,,neon_black,
3025,Landing Pad,3d_model,high (exact),,,,,,Landing Pad,,,resolved,,,,,,landing_pad
3026,Weak Jump Pad,3d_model,high (exact),,,,,,jump_pad_weak,,,resolved,,,,,,jump_pad_weak
3027,Jump Pad,3d_model,high (exact),,,,,,Jump Pad,,,resolved,,,,,,jump_pad
3028,Strong Jump Pad,3d_model,high (exact),,,,,,jump_pad_strong,,,resolved,,,,,,jump_pad_strong
3029,Super Jump Pad,3d_model,high (exact),,,,,,jump_pad_super,,,resolved,,,,,,jump_pad_super
3030,Invisible Yellow Light,texture,low,,,,,,,Invisible,banner_yellow,resolved,,,,,,
3031,Invisible White Light,texture,low,,,,,,,Invisible,banner_white,resolved,,,,,,
3032,Invisible Red Light,texture,low,,,,,,,Invisible,banner_red,resolved,,,,,,
3033,Invisible Purple Light,texture,low,,,,,,,Invisible,banner_purple,resolved,,,,,,
3034,Invisible Pink Light,texture,low,,,,,,,Invisible,banner_pink,resolved,,,,,,
3035,Invisible Orange Light,texture,low,,,,,,,Invisible,banner_orange,resolved,,,,,,
3036,Invisible Magenta Light,texture,low,,,,,,,Invisible,banner_magenta,resolved,,,,,,
3037,Invisible Lime Light,texture,low,,,,,,,Invisible,banner_lime,resolved,,,,,,
3038,Invisible Light Gray Light,texture,low,,,,,,,banner_light_gray,chalk_light_gray,resolved,,,,,,
3039,Invisible Light Blue Light,texture,low,,,,,,,banner_light_blue,chalk_light_blue,resolved,,,,,,
3040,Invisible Green Light,texture,low,,,,,,,Invisible,banner_green,resolved,,,,,,
3041,Invisible Gray Light,texture,low,,,,,,,banner_light_gray,chalk_light_gray,resolved,,,,,,
3042,Invisible Cyan Light,texture,low,,,,,,,Invisible,banner_cyan,resolved,,,,,,
3043,Invisible Brown Light,texture,low,,,,,,,Invisible,banner_brown,resolved,,,,,,
3044,Invisible Blue Light,texture,low,,,,,,,banner_light_blue,chalk_light_blue,resolved,,,,,,
3045,Invisible Black Light,texture,low,,,,,,,Invisible,banner_black,resolved,,,,,,
3046,Invisible Sky Light,texture,low,,,,,,,Invisible,invisible_solid,resolved,,,,,,
3049,Gun Lucky Block,texture,exact,,,,,gun_lucky_block,,,,resolved,red_lucky_block,gun_lucky_block,red_lucky_block,red_lucky_block,,
3050,Ghost Chest,texture,multi_face,,ghost_chest_side,,ghost_chest_front,,,,,resolved,ghost_chest_top_2,ghost_chest_side,ghost_chest_top_1,ghost_chest_front,,
3051,Ghost Lucky Block,texture,exact,,,,,ghost_lucky_block,,,,resolved,ghost_lucky_block,ghost_lucky_block,ghost_lucky_block,,ghost_lucky_block,
3052,Ghost Mystery Block,texture,exact,,,,,ghost_mystery_block,,,,resolved,ghost_mystery_block,ghost_mystery_block,ghost_mystery_block,,ghost_mystery_block,
3053,Football,3d_model,high (exact),,,,,,football,,,resolved,,,,,,football
3054,Pet Lucky Block,texture,exact,,,,,pet_lucky_block,,,,resolved,lucky_block_pink_question,pet_lucky_block,pet_lucky_block,lucky_block_pink_question,,
3055,Glowing Mushroom,3d_model,high (exact),,,,,,glowing_mushroom,,,resolved,,,,,,glowing_mushroom
3061,Crystal,3d_model,high (exact),,,,,,crystal,,,resolved,,,,,,crystal
3067,Slime Trail,3d_model,high (exact),,,,,,Slime Trail,,,resolved,,,,,,slime_trail
3071,Overgrown Grass Block,texture,low,,,,,,,grass_block_side,jungle_grass_block,resolved,jungle_grass_block,,,,grass_top,
3072,Overgrown Pine Grass Block,texture,low,,,,,,,pine_grass_block,pine_grass_block_side,resolved,,,,,pine_grass_block,
3073,Overgrown Jungle Grass Block,texture,low,,,,,,,jungle_grass_block,jungle_grass_block_side,resolved,,,,,jungle_grass_block,
3074,Smoke Block,texture,low,,,,,,,Block-19,checkpoint_block,special,,,,,,
3075,Pipe,texture,no_match,,,,,,,,,pending,,,,,,
3097,Auto Miner,texture,no_match,,,,,,,,,pending,,,,,,
3101,_Auto Miner Drill Front,texture,low,,,,,,,chest_front,furnace_front,special,,,,,,
3105,_Auto Miner Drill Back,texture,low,,,,,,,chest_back,bread_block_back,special,,,,,,
3109,_Auto Miner Foot Front,texture,low,,,,,,,chest_front,furnace_front,special,,,,,,
3113,_Auto Miner Body,texture,no_match,,,,,,,,,pending,,,,,,
3117,Auto Crafter,texture,no_match,,,,,,,,,pending,,,,,,
3118,Rocket Ship,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3119,_Rocket Ship Southwest L2,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3120,_Rocket Ship Southwest L3,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3121,_Rocket Ship Southwest L4,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3122,_Rocket Ship Southwest L5,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3123,_Rocket Ship Southeast L1,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3124,_Rocket Ship Southeast L2,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3125,_Rocket Ship Southeast L3,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3126,_Rocket Ship Southeast L4,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3127,_Rocket Ship Southeast L5,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3128,_Rocket Ship Northwest L1,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3129,_Rocket Ship Northwest L2,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3130,_Rocket Ship Northwest L3,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3131,_Rocket Ship Northwest L4,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3132,_Rocket Ship Northwest L5,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3133,_Rocket Ship Northeast L1,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3134,_Rocket Ship Northeast L2,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3135,_Rocket Ship Northeast L3,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3136,_Rocket Ship Northeast L4,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3137,_Rocket Ship Northeast L5,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3138,Rocket Ship S2,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3139,Rocket Ship S3,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3140,Rocket Ship S4,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3141,Rocket Ship S5,texture,low,,,,,,,rocket,rocket_block,special,,,,,,
3142,INTERNAL_MESH_Rocket Ship Full,texture,low,,,,,,,rocket,board_full,special,,,,,,
3143,Extractor Pipe,texture,no_match,,,,,,,,,pending,,,,,,
3165,Splitter Pipe,texture,no_match,,,,,,,,,pending,,,,,,
3166,Solar Panel,texture,no_match,,,,,,,,,pending,,,,,,
3170,_Solar Panel SE,texture,no_match,,,,,,,,,pending,,,,,,
3174,_Solar Panel NW,texture,no_match,,,,,,,,,pending,,,,,,
3178,_Solar Panel NE,texture,no_match,,,,,,,,,pending,,,,,,
3182,Wire,texture,no_match,,,,,,,,,pending,,,,,,
3204,Filter Pipe,texture,no_match,,,,,,,,,pending,,,,,,
3210,Merger Pipe,texture,no_match,,,,,,,,,pending,,,,,,
3216,Auto Harvester,texture,no_match,,,,,,,,,pending,,,,,,
3217,Stalker Spawner Block,texture,low,,,,,,,bear_spawner_block_icon,cow_spawner_block_icon,special,,,,,,
3218,Lunite Ore,texture,low,,,,,,,coal_ore,diamond_ore,special,,,,,,
3219,Block of Lunite,texture,low,,,,,,,Block-19,checkpoint_block,special,,,,,,
3220,Lunite Auto Miner,texture,no_match,,,,,,,,,pending,,,,,,
3224,_Lunite Auto Miner Drill Front,texture,low,,,,,,,chest_front,furnace_front,special,,,,,,
3228,_Lunite Auto Miner Drill Back,texture,low,,,,,,,chest_back,bread_block_back,special,,,,,,
3232,_Lunite Auto Miner Foot Front,texture,low,,,,,,,chest_front,furnace_front,special,,,,,,
3236,_Lunite Auto Miner Body,texture,no_match,,,,,,,,,pending,,,,,,
3240,Lunite Auto Crafter,texture,no_match,,,,,,,,,pending,,,,,,
3241,Lunite Auto Harvester,texture,no_match,,,,,,,,,pending,,,,,,
3242,Bowling Alley Floor,texture,low,,,,,,,floor_creator,,special,,,,,,
3243,Crone Spawner Block,texture,low,,,,,,,bear_spawner_block_icon,cow_spawner_block_icon,special,,,,,,
3244,Slime Spawner Block,texture,low,,,,,,,bear_spawner_block_icon,cow_spawner_block_icon,special,,,,,,
3249,Iron Guardian Spawner Block,texture,low,,,,,,,iron_block,bear_spawner_block_icon,special,,,,,,
3250,Gold Guardian Spawner Block,texture,low,,,,,,,gold_watermelon_stag_spawner_block_icon,gold_block,special,,,,,,
3251,Diamond Guardian Spawner Block,texture,low,,,,,,,diamond_block,bear_spawner_block_icon,special,,,,,,
3252,Moonstone Guardian Spawner Block,texture,low,,,,,,,moonstone_block,bear_spawner_block_icon,resolved,,,,,,
3253,Wood Pickaxe,3d_model,high (exact),,,,,,Wood Pickaxe,,,resolved,,,,,,Wood Pickaxe
3254,Stone Pickaxe,3d_model,high (exact),,,,,,Stone Pickaxe,,,resolved,,,,,,Stone Pickaxe
3255,Iron Pickaxe,3d_model,high (exact),,,,,,Iron Pickaxe,,,resolved,,,,,,Iron Pickaxe
3256,Gold Pickaxe,3d_model,high (exact),,,,,,Gold Pickaxe,,,resolved,,,,,,Gold Pickaxe
3257,Diamond Pickaxe,3d_model,high (exact),,,,,,Diamond Pickaxe,,,resolved,,,,,,Diamond Pickaxe
3258,Moonstone Pickaxe,3d_model,high (exact),,,,,,Moonstone Pickaxe,,,resolved,,,,,,Moonstone Pickaxe
3259,Golem Pickaxe,3d_model,high (exact),,,,,,Golem Pickaxe,,,resolved,,,,,,Golem Pickaxe
3260,Wood Axe,3d_model,high (exact),,,,,,Wood Axe,,,resolved,,,,,,Wood Axe
3261,Stone Axe,3d_model,high (exact),,,,,,Stone Axe,,,resolved,,,,,,Stone Axe
3262,Iron Axe,3d_model,high (exact),,,,,,Iron Axe,,,resolved,,,,,,Iron Axe
3263,Gold Axe,3d_model,high (exact),,,,,,Gold Axe,,,resolved,,,,,,Gold Axe
3264,Diamond Axe,3d_model,high (exact),,,,,,Diamond Axe,,,resolved,,,,,,Diamond Axe
3265,Moonstone Axe,3d_model,high (exact),,,,,,Moonstone Axe,,,resolved,,,,,,Moonstone Axe
3266,Artisan Axe,3d_model,high (exact),,,,,,Artisan Axe,,,resolved,,,,,,Artisan Axe
3267,Wood Spade,3d_model,high (exact),,,,,,Wood Spade,,,resolved,,,,,,Wood Spade
3268,Stone Spade,3d_model,high (exact),,,,,,Stone Spade,,,resolved,,,,,,Stone Spade
3269,Iron Spade,3d_model,high (exact),,,,,,Iron Spade,,,resolved,,,,,,Iron Spade
3270,Gold Spade,3d_model,high (exact),,,,,,Gold Spade,,,resolved,,,,,,Gold Spade
3271,Diamond Spade,3d_model,high (exact),,,,,,Diamond Spade,,,resolved,,,,,,Diamond Spade
3272,Wood Sword,3d_model,high (exact),,,,,,Wood Sword,,,resolved,,,,,,Wood Sword
3273,Stone Sword,3d_model,high (exact),,,,,,Stone Sword,,,resolved,,,,,,Stone Sword
3274,Iron Sword,3d_model,high (exact),,,,,,Iron Sword,,,resolved,,,,,,Iron Sword
3275,Gold Sword,3d_model,high (exact),,,,,,Gold Sword,,,resolved,,,,,,Gold Sword
3276,Diamond Sword,3d_model,high (exact),,,,,,Diamond Sword,,,resolved,,,,,,Diamond Sword
3277,Knight Sword,3d_model,high (exact),,,,,,Knight Sword,,,resolved,,,,,,Knight Sword
3278,Wood Hoe,3d_model,high (exact),,,,,,Wood Hoe,,,resolved,,,,,,Wood Hoe
3279,Stone Hoe,3d_model,high (exact),,,,,,Stone Hoe,,,resolved,,,,,,Stone Hoe
3280,Iron Hoe,3d_model,high (exact),,,,,,Iron Hoe,,,resolved,,,,,,Iron Hoe
3281,Gold Hoe,3d_model,high (exact),,,,,,Gold Hoe,,,resolved,,,,,,Gold Hoe
3282,Diamond Hoe,3d_model,high (exact),,,,,,Diamond Hoe,,,resolved,,,,,,Diamond Hoe
3283,Flashlight,texture,no_match,,,,,,,,,pending,,,,,,
3284,Mining Helmet,texture,low,,,,,,,diamond_helmet,golden_helmet,special,,,,,,
3285,Wood Helmet,3d_model,high (exact),,,,,,Wood Helmet,,,special,,,,,,
3286,Iron Helmet,3d_model,high (exact),,,,,,Iron Helmet,,,special,,,,,,
3287,Gold Helmet,3d_model,high (exact),,,,,,Gold Helmet,,,special,,,,,,
3288,Diamond Helmet,3d_model,high (exact),,,,,,Diamond Helmet,,,special,,,,,,
3289,Wood Chestplate,3d_model,high (exact),,,,,,Wood Chestplate,,,special,,,,,,
3290,Iron Chestplate,3d_model,high (exact),,,,,,Iron Chestplate,,,special,,,,,,
3291,Gold Chestplate,3d_model,high (exact),,,,,,Gold Chestplate,,,special,,,,,,
3292,Diamond Chestplate,3d_model,high (exact),,,,,,Diamond Chestplate,,,special,,,,,,
3293,Fur Chestplate,3d_model,high (exact),,,,,,Fur Chestplate,,,special,,,,,,
3294,Wood Leggings,3d_model,high (exact),,,,,,Wood Leggings,,,special,,,,,,
3295,Iron Leggings,3d_model,high (exact),,,,,,Iron Leggings,,,special,,,,,,
3296,Gold Leggings,3d_model,high (exact),,,,,,Gold Leggings,,,special,,,,,,
3297,Diamond Leggings,3d_model,high (exact),,,,,,Diamond Leggings,,,special,,,,,,
3298,Wood Boots,3d_model,high (exact),,,,,,Wood Boots,,,special,,,,,,
3299,Iron Boots,3d_model,high (exact),,,,,,Iron Boots,,,special,,,,,,
3300,Gold Boots,3d_model,high (exact),,,,,,Gold Boots,,,special,,,,,,
3301,Diamond Boots,3d_model,high (exact),,,,,,Diamond Boots,,,special,,,,,,
3302,Spiked Boots,3d_model,high (exact),,,,,,Spiked Boots,,,special,,,,,,
3303,Wood Gauntlets,3d_model,high (exact),,,,,,Wood Gauntlets,,,special,,,,,,
3304,Iron Gauntlets,3d_model,high (exact),,,,,,Iron Gauntlets,,,special,,,,,,
3305,Gold Gauntlets,3d_model,high (exact),,,,,,Gold Gauntlets,,,special,,,,,,
3306,Diamond Gauntlets,3d_model,high (exact),,,,,,Diamond Gauntlets,,,special,,,,,,
3307,Military Helmet,texture,low,,,,,,,diamond_helmet,golden_helmet,special,,,,,,
3308,Military Chestplate,texture,low,,,,,,,diamond_chestplate,fur_chestplate,special,,,,,,
3309,Military Gauntlets,texture,low,,,,,,,diamond_gauntlets,golden_gauntlets,special,,,,,,
3310,Military Leggings,texture,low,,,,,,,diamond_leggings,golden_leggings,special,,,,,,
3311,Military Boots,texture,low,,,,,,,diamond_boots,golden_boots,special,,,,,,
3312,White Wood Helmet,texture,low,,,,,,,wood_helmet,banner_white,special,,,,,,
3313,White Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_white,special,,,,,,
3314,White Wood Leggings,texture,low,,,,,,,wood_leggings,banner_white,special,,,,,,
3315,White Wood Boots,texture,low,,,,,,,wood_boots,banner_white,special,,,,,,
3316,White Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_white,special,,,,,,
3317,Orange Wood Helmet,texture,low,,,,,,,wood_helmet,banner_orange,special,,,,,,
3318,Orange Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_orange,special,,,,,,
3319,Orange Wood Leggings,texture,low,,,,,,,wood_leggings,banner_orange,special,,,,,,
3320,Orange Wood Boots,texture,low,,,,,,,wood_boots,banner_orange,special,,,,,,
3321,Orange Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_orange,special,,,,,,
3322,Magenta Wood Helmet,texture,low,,,,,,,wood_helmet,banner_magenta,special,,,,,,
3323,Magenta Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_magenta,special,,,,,,
3324,Magenta Wood Leggings,texture,low,,,,,,,wood_leggings,banner_magenta,special,,,,,,
3325,Magenta Wood Boots,texture,low,,,,,,,wood_boots,banner_magenta,special,,,,,,
3326,Magenta Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_magenta,special,,,,,,
3327,Light Blue Wood Helmet,texture,low,,,,,,,wood_helmet,banner_light_blue,special,,,,,,
3328,Light Blue Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_light_blue,special,,,,,,
3329,Light Blue Wood Leggings,texture,low,,,,,,,wood_leggings,banner_light_blue,special,,,,,,
3330,Light Blue Wood Boots,texture,low,,,,,,,wood_boots,banner_light_blue,special,,,,,,
3331,Light Blue Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_light_blue,special,,,,,,
3332,Yellow Wood Helmet,texture,low,,,,,,,wood_helmet,banner_yellow,special,,,,,,
3333,Yellow Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_yellow,special,,,,,,
3334,Yellow Wood Leggings,texture,low,,,,,,,wood_leggings,banner_yellow,special,,,,,,
3335,Yellow Wood Boots,texture,low,,,,,,,wood_boots,banner_yellow,special,,,,,,
3336,Yellow Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_yellow,special,,,,,,
3337,Lime Wood Helmet,texture,low,,,,,,,wood_helmet,banner_lime,special,,,,,,
3338,Lime Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_lime,special,,,,,,
3339,Lime Wood Leggings,texture,low,,,,,,,wood_leggings,banner_lime,special,,,,,,
3340,Lime Wood Boots,texture,low,,,,,,,wood_boots,banner_lime,special,,,,,,
3341,Lime Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_lime,special,,,,,,
3342,Pink Wood Helmet,texture,low,,,,,,,wood_helmet,banner_pink,special,,,,,,
3343,Pink Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_pink,special,,,,,,
3344,Pink Wood Leggings,texture,low,,,,,,,wood_leggings,banner_pink,special,,,,,,
3345,Pink Wood Boots,texture,low,,,,,,,wood_boots,banner_pink,special,,,,,,
3346,Pink Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_pink,special,,,,,,
3347,Gray Wood Helmet,texture,low,,,,,,,wood_helmet,banner_gray,special,,,,,,
3348,Gray Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_gray,special,,,,,,
3349,Gray Wood Leggings,texture,low,,,,,,,wood_leggings,banner_gray,special,,,,,,
3350,Gray Wood Boots,texture,low,,,,,,,wood_boots,banner_gray,special,,,,,,
3351,Gray Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_gray,special,,,,,,
3352,Light Gray Wood Helmet,texture,low,,,,,,,wood_helmet,banner_light_gray,special,,,,,,
3353,Light Gray Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_light_gray,special,,,,,,
3354,Light Gray Wood Leggings,texture,low,,,,,,,wood_leggings,banner_light_gray,special,,,,,,
3355,Light Gray Wood Boots,texture,low,,,,,,,wood_boots,banner_light_gray,special,,,,,,
3356,Light Gray Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_light_gray,special,,,,,,
3357,Cyan Wood Helmet,texture,low,,,,,,,wood_helmet,banner_cyan,special,,,,,,
3358,Cyan Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_cyan,special,,,,,,
3359,Cyan Wood Leggings,texture,low,,,,,,,wood_leggings,banner_cyan,special,,,,,,
3360,Cyan Wood Boots,texture,low,,,,,,,wood_boots,banner_cyan,special,,,,,,
3361,Cyan Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_cyan,special,,,,,,
3362,Purple Wood Helmet,texture,low,,,,,,,wood_helmet,banner_purple,special,,,,,,
3363,Purple Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_purple,special,,,,,,
3364,Purple Wood Leggings,texture,low,,,,,,,wood_leggings,banner_purple,special,,,,,,
3365,Purple Wood Boots,texture,low,,,,,,,wood_boots,banner_purple,special,,,,,,
3366,Purple Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_purple,special,,,,,,
3367,Blue Wood Helmet,texture,low,,,,,,,wood_helmet,banner_blue,special,,,,,,
3368,Blue Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_blue,special,,,,,,
3369,Blue Wood Leggings,texture,low,,,,,,,wood_leggings,banner_blue,special,,,,,,
3370,Blue Wood Boots,texture,low,,,,,,,wood_boots,banner_blue,special,,,,,,
3371,Blue Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_blue,special,,,,,,
3372,Brown Wood Helmet,texture,low,,,,,,,wood_helmet,banner_brown,special,,,,,,
3373,Brown Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_brown,special,,,,,,
3374,Brown Wood Leggings,texture,low,,,,,,,wood_leggings,banner_brown,special,,,,,,
3375,Brown Wood Boots,texture,low,,,,,,,wood_boots,banner_brown,special,,,,,,
3376,Brown Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_brown,special,,,,,,
3377,Green Wood Helmet,texture,low,,,,,,,wood_helmet,banner_green,special,,,,,,
3378,Green Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_green,special,,,,,,
3379,Green Wood Leggings,texture,low,,,,,,,wood_leggings,banner_green,special,,,,,,
3380,Green Wood Boots,texture,low,,,,,,,wood_boots,banner_green,special,,,,,,
3381,Green Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_green,special,,,,,,
3382,Red Wood Helmet,texture,low,,,,,,,wood_helmet,banner_red,special,,,,,,
3383,Red Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_red,special,,,,,,
3384,Red Wood Leggings,texture,low,,,,,,,wood_leggings,banner_red,special,,,,,,
3385,Red Wood Boots,texture,low,,,,,,,wood_boots,banner_red,special,,,,,,
3386,Red Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_red,special,,,,,,
3387,Black Wood Helmet,texture,low,,,,,,,wood_helmet,banner_black,special,,,,,,
3388,Black Wood Chestplate,texture,low,,,,,,,wood_chestplate,banner_black,special,,,,,,
3389,Black Wood Leggings,texture,low,,,,,,,wood_leggings,banner_black,special,,,,,,
3390,Black Wood Boots,texture,low,,,,,,,wood_boots,banner_black,special,,,,,,
3391,Black Wood Gauntlets,texture,low,,,,,,,wood_gauntlets,banner_black,special,,,,,,
3392,Shears,3d_model,high (exact),,,,,,Shears,,,resolved,,,,,,Shears
3393,Artisan Shears,3d_model,high (exact),,,,,,Artisan Shears,,,resolved,,,,,,Artisan Shears
3394,Stick,3d_model,high (exact),,,,,,Stick,,,resolved,,,,,,Stick
3395,Coal,3d_model,high (exact),,,,,,Coal,,,resolved,,,,,,Coal
3396,Raw Iron,3d_model,high (exact),,,,,,Raw Iron,,,resolved,,,,,,Raw Iron
3397,Iron Bar,3d_model,high (exact),,,,,,Iron Bar,,,resolved,,,,,,Iron Bar
3398,Iron Fragment,3d_model,high (exact),,,,,,Iron Fragment,,,resolved,,,,,,Iron Fragment
3399,Raw Gold,3d_model,high (exact),,,,,,Raw Gold,,,resolved,,,,,,Raw Gold
3400,Gold Bar,3d_model,high (exact),,,,,,Gold Bar,,,resolved,,,,,,Gold Bar
3401,Gold Fragment,3d_model,high (exact),,,,,,Gold Fragment,,,resolved,,,,,,Gold Fragment
3402,Diamond,3d_model,high (exact),,,,,,Diamond,,,resolved,,,,,,Diamond
3403,Diamond Fragment,3d_model,high (exact),,,,,,Diamond Fragment,,,resolved,,,,,,Diamond Fragment
3404,Moonstone,3d_model,high (exact),,,,,,Moonstone,,,resolved,,,,,,Moonstone
3405,Lunite,texture,no_match,,,,,,,,,pending,,,,,,
3406,Moonstone Fragment,3d_model,high (exact),,,,,,Moonstone Fragment,,,resolved,,,,,,Moonstone Fragment
3407,Bowl,3d_model,high (exact),,,,,,Bowl,,,resolved,,,,,,Bowl
3408,Partially Full Bowl of Cranberries,3d_model,high (exact),,,,,,Partially Full Bowl of Cranberries,,,resolved,,,,,,Partially Full Bowl of Cranberries
3409,Half Full Bowl of Cranberries,3d_model,high (exact),,,,,,Half Full Bowl of Cranberries,,,resolved,,,,,,Half Full Bowl of Cranberries
3410,Nearly Full Bowl of Cranberries,3d_model,high (exact),,,,,,Nearly Full Bowl of Cranberries,,,resolved,,,,,,Nearly Full Bowl of Cranberries
3411,Bowl of Cranberries,3d_model,high (exact),,,,,,Bowl of Cranberries,,,resolved,,,,,,Bowl of Cranberries
